X,Y,FID,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,LONGITUDE,LATITUDE,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,STA_NO,UID_,EXTRDATE,VISN,PROV,CONT,PAR_STA_NO,POD,OPER_DATE,SH_PAR_STA,CBOC,RRTP,IOC,MOC,VAMC,VCTR,HBOC,VANH,CD115,PRIM_SVC,ULID,CBSA,UA,URH,UNIQUE_ID,STA_FAX,SHAR,PHONE
-13333555.2,4088404.933,412,SANTA BARBARA VETERANS AFFAIRS CLINIC,4440 CALLE REAL,NOT AVAILABLE,SANTA BARBARA,CA,93110,1002,SANTA BARBARA,6083,ON THE NORTH SIDE OF CALLE REAL 06 MILES WEST OF THE COUNTY DUMP ROAD AND CALLE REAL T-INTERSECTION,9/21/2007 0:00,PHONE,10/1/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,28399790,-119.7773643,34.4427228,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,691GB,598,3/31/2007 0:00,22,1,L,691,A,11/1/1982 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_CA_0624,CBOC,NW0119773232_0034441954,42060,79282,UA,10315937,(805) 683-3631,NO,(805) 683-1491
-13835732.53,5169652.035,413,BROOKINGS VETERANS AFFAIRS COMMUNITY BASED OUTPATIENT CLINIC,555 5TH STREET,NOT AVAILABLE,BROOKINGS,OR,97415,9702,CURRY,41015,"ENTRANCE IS LOCATED ON THE WEST SIDE OF 5TH STREET, 10 MILES NORTH OF CHETCO AVENUE",9/24/2007 0:00,PHONE,9/24/2007 0:00,MANUAL,62149,OTHER OUTPATIENTRANCE CARE CENTERS,121099759,-124.2885,42.05787,NAVTEQ,2006Q4,ONENTITY,YES,TGS,653GB,726,3/31/2007 0:00,20,1,L,653,A,1/10/2000 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_OR_4104,CBOC,NW0124288384_0042059982,15060,10621,RA,10315802,(541) 412-1842,NO,(541) 412-1152
-8778395.658,4905468.308,414,JOHNSTOWN VETERANS AFFAIRS OUTPATIENT CLINIC,1425 SCALP AVENUE,SUITE 29,JOHNSTOWN,PA,15904,3328,CAMBRIA,42021,NE SIDE OF SCALP AVENIE BETWEEN DWIGHT DRIVE AND EISENHOWER BOULEVARD,9/26/2007 0:00,PHONE,9/26/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,108664811,-78.8576699,40.2714561,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,503GA,103,3/31/2007 0:00,4,1,L,503,A,7/8/1997 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_PA_4212,CBOC,NW0078857741_0040271375,27780,43291,UA,10315293,(814) 266-9382,NO,(814) 266-8696
-8869315.318,5034235.819,415,CLARION COUNTY COMMUNITY BASED OUTPATIENT CLINIC,855 STATE HIGHWAY 58,ALLEGHENY CLARION VALLEY MEDICAL CENTER SUITE 1,PARKER,PA,16049,N/A,CLARION,42031,NW CORNER OF THE INTERSECTION OF STATE HIGHWAY 58 AND FOXVIEW ROAD,9/26/2007 0:00,PHONE,9/26/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,121918758,-79.6744151,41.148268,NAVTEQ,2006Q4,ONENTITY,YES,TGS,529GD,143,3/31/2007 0:00,4,1,C,529,A,5/15/2000 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_PA_4205,CBOC,NW0079681700_0041139400,38300,N/A,RA,10315398,(724) 659-3544,NO,(724) 659-5601
-9246612.205,5213564.6,416,DETROIT VETERANS CENTER,4161 CASS AVENUE,NOT AVAILABLE,DETROIT,MI,48201,1707,WAYNE,26163,LOCATED ON THE SW CORNER OF CASS AVENUE AND WILLIS STREET WEST,9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,19549121,-83.0637307,42.3500784,NAVTEQ,2006Q4,ONENTITY,YES,TGS,0402V,904,3/31/2007 0:00,11,1,L,553,-,,N/A,0,NO,NO,NO,NO,YES,NO,NO,CD115_MI_2613,VCTR,NW0083063520_0042350199,19820,23824,UA,10315134,(313) 831-6919,NO,(313) 831-6509
-11870579.5,6138425.626,417,GLASGOW COMMUNITY BASED OUTPATIENT CLINIC,621 3RD STREET SOUTH,SUITE 107,GLASGOW,MT,59230,2604,VALLEY,30105,"LOCATED ON THE EAST SIDE OF 3RD STREET S, 08 MILES SOUTH OF 5TH AVENUE S",9/25/2007 0:00,PHONE,9/25/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,114805654,-106.63523,48.18942,NAVTEQ,2006Q4,ONENTITY,YES,TGS,436GI,709,3/31/2007 0:00,19,1,C,436,A,4/15/1999 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_MT_3000,CBOC,NW0106636605_0048189506,NONE,33463,HR,10314897,N/A,NO,(406) 228-3554
-11276909.03,6176534.388,418,MINOT VETERANS AFFAIRS OUTPATIENT CLINIC-DEPARTMENT OF DEFENSE (DOD),10 MISSILE AVENUE,5TH MEDICAL GROUP,MINOT,ND,58705,5024,WARD,38101,LOCATED ON THE SW CORNER OF MISSLE AVENUE AND US-83,9/25/2007 0:00,PHONE,9/25/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,125747984,-101.3021974,48.4171377,NAVTEQ,2006Q4,ONENTITY,YES,TGS,437GD,352,3/31/2007 0:00,23,1,L,437,A,11/5/1997 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_ND_3800,CBOC,NW0101301198_0048418563,33500,57682,RA,10315252,(701) 727-9804,NO,(701) 727-9800
-8747765.744,4269958.256,419,RALEIGH VETERANS AFFAIRS COMMUNITY BASED OUTPATIENT CLINIC,3305 SUNGATE BOULEVARD,NOT AVAILABLE,RALEIGH,NC,27610,2871,WAKE,37183,NORTH SIDE OF SUNGATE BOULEVARD BETWEEN SUNNYBROOK ROAD AND ALLEN GROVE COURT,9/24/2007 0:00,PHONE,9/24/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,112129238,-78.5825167,35.7768405,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,558GB,1068,3/31/2007 0:00,6,1,L,558,A,1/8/2001 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_NC_3704,CBOC,NW0078585907_0035786694,39580,73261,UA,10315502,(919) 255-1540,NO,(919) 212-0129
-9919586.94,5065951.769,420,LASALLE VETRANS CLINIC,2970 CHARTRES STREET,NOT AVAILABLE,LASALLE,IL,61301,1097,LA SALLE,17099,EAST SIDE OF CHARTRES ROAD 08 MILES SOUTH OF LASALLE ROAD,9/26/2007 0:00,PHONE,9/26/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,103058867,-89.1091656,41.3624562,NAVTEQ,2006Q4,ONENTITY,YES,TGS,578GF,323,3/31/2007 0:00,12,1,L,578,A,10/1/1998 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_IL_1716,CBOC,NW0089105916_0041363080,36860,68833,RA,10315557,(815) 223-9683,NO,(815) 223-9678
-9755621.668,5086701.108,421,CHICAGO HEIGHTS VETERANS CENTER,1600 HALSTED STREET,NOT AVAILABLE,CHICAGO HEIGHTS,IL,60411,3525,COOK,17031,LOCATED AT THE SW CORNER OF SOUTH HALSTED STREET AND EAST 16TH STREET,9/26/2007 0:00,PHONE,9/26/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,16906199,-87.6362405,41.5022031,NAVTEQ,2006Q4,ONENTITY,YES,TGS,0407V,909,3/31/2007 0:00,12,1,L,537,-,,N/A,0,NO,NO,NO,NO,YES,NO,NO,CD115_IL_1702,VCTR,NW0087636200_0041502300,16980,16264,UA,10315139,(708) 754-0373,NO,(708) 754-0340
-9755946.064,5086943.213,422,CHICAGO HEIGHTS COMMUNITY-BASED OUTPATIENT CENTER,30 EAST 15TH STREET,SAINT JAMES HOSPITAL PROFESSIONAL BUIDLING SUITE 207,CHICAGO HEIGHTS,IL,60411,3437,COOK,17031,LOCATED AT THE SW CORNER OF EAST 15TH STREET AND VINCENNES AVENUE,9/26/2007 0:00,PHONE,9/26/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,19884426,-87.6391546,41.5038319,NAVTEQ,2006Q4,ONENTITY,YES,TGS,537GA,301,3/31/2007 0:00,12,1,L,537,A,8/10/1998 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_IL_1702,CBOC,NW0087639099_0041504163,16980,16264,UA,10315408,(708) 756-5451,NO,(708) 756-5454
-9760247.059,5163926.145,423,THE VETERANS CENTER,565 HOWARD STREET,NOT AVAILABLE,EVANSTON,IL,60202,4014,COOK,17031,NE CORNER OF HOWARD STREET AND CLYDE AVENUE,9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,19785818,-87.6777911,42.0196685,NAVTEQ,2006Q4,ONENTITY,YES,TGS,0420V,922,3/31/2007 0:00,12,1,L,556,-,,N/A,0,NO,NO,NO,NO,YES,NO,NO,CD115_IL_1709,VCTR,NW0087677595_0042019437,16980,16264,UA,10315151,(847) 332-1024,NO,(847) 332-1019
-10934272.08,3021798.808,424,MCALLEN VETERANS AFFAIRS OUTPATIENT CLINIC,2101 SOUTH COLONEL ROWE BOULEVARD,NOT AVAILABLE,MCALLEN,TX,78503,1272,HIDALGO,48215,"ENTRANCE IS LOCATED ON THE EAST SIDE OF SOUTH COLONEL ROWE BOULEVARD, ABOUT 08 MILES SOUTH OF SAVANNAH AVENUE",9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,62149,OTHER OUTPATIENTRANCE CARE CENTERS,122431135,-98.2242373,26.1832807,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,671B0,456,3/31/2007 0:00,17,1,L,671,A,6/1/1972 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_TX_4815,CBOC,NW0098248923_0026182331,32580,52390,UA,10315877,(956) 618-7122,NO,(956) 618-7100
-11019669.74,3721261.371,425,BROWNWOOD COMMUNITY BASED OUTPATIENT CLINIC,2600 MEMORIAL PARK DRIVE,NOT AVAILABLE,BROWNWOOD,TX,76801,5950,BROWN,48049,"LOCATED ON THE NE SIDE OF MEMORIAL PARK DRIVE / CROCKETT DRIVE, 31 MILES NW OF MORRIS SHEPPARD DRIVE",9/25/2007 0:00,PHONE,9/25/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,118155100,-98.9913775,31.6791041,NAVTEQ,2006Q4,ONENTITY,YES,TGS,674GB,475,3/31/2007 0:00,17,1,L,674,A,9/28/1998 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_TX_4811,CBOC,NW0098986577_0031709234,15220,10999,RA,10315907,(915) 641-0572,NO,(325) 641-0568
-10479560.75,3513507.035,426,BEAUMONT OUTPATIENT CLINIC,3420 VETERANS CIRCLE,NOT AVAILABLE,BEAUMONT,TX,77707,2552,JEFFERSON,48245,"LOCATED ON THE SW SIDE OF THE SWERNMOST SECTION OF VETERANS CIRCLE, 110 YARDS SW OF PLAZA 10 DRIVE",9/26/2007 0:00,PHONE,9/26/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,104226525,-94.1394959,30.0774331,NAVTEQ,2006Q4,ONENTITY,YES,TGS,580BY,410,3/31/2007 0:00,16,1,L,580,A,5/21/1977 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_TX_4814,CBOC,NW0094139100_0030077700,13140,6058,UA,10315560,(409) 981-8563,NO,(409) 981-8550
-11337573.85,3966887.901,427,LUBBOCK VETERANS AFFAIRS OUTPATIENT CLINIC,6104 AVENUE Q SOUTH DRIVE,NOT AVAILABLE,LUBBOCK,TX,79412,3700,LUBBOCK,48303,LOCATED ON THE SW SIDE OF AVENUE Q SOUTH DRIVE APPROXIMATELY 006 MILES NW OF I-27,9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,122336783,-101.8471587,33.5376538,NAVTEQ,2006Q4,ONENTITY,YES,TGS,504BY,486,3/31/2007 0:00,18,1,L,504,A,6/1/1946 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_TX_4819,CBOC,NW0101850200_0033542800,31180,51877,UA,10315297,(806) 472-3481,NO,(806) 472-3400
-12518158.38,4103427.387,428,NORTHERN ARIZONA VETERANS AFFAIRS HEALTH CARE SYSTEM,500 STATE HIGHWAY 89 NORTH,NOT AVAILABLE,PRESCOTT,AZ,86313,N/A,YAVAPAI,4025,WEST SIDE OF STATE HIGHWAY 89 28 MILES NORTH FROM THE INTERSECTION OF BUTTERFIELD ROAD AND STATE HIGHWAY 89,9/24/2007 0:00,PHONE,10/1/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,102006299,-112.45253,34.55394,NAVTEQ,2006Q4,ONENTITY,YES,TGS,649,502,3/31/2007 0:00,18,1,V,N/A,A,4/29/1922 0:00,N/A,0,YES,NO,NO,YES,NO,YES,YES,CD115_AZ_0404,VAMC,NW0112452293_0034551930,39140,72046,UA,10315789,(928) 776-6089,NO,(928) 445-4860
-10431909.43,4690331.767,429,WARRENSBURG VETERANS AFFAIRS OUTPATIENT CLINIC,1300 VETERANS ROAD,NOT AVAILABLE,WARRENSBURG,MO,64093,8294,JOHNSON,29101,"LOCATED ON THE SOUTH SIDE OF VETERANS ROAD, BETWEEN NE 151ST ROAD AND NE 201ST ROAD",9/26/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,109094923,-93.7114368,38.7808718,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,589G1,856,3/31/2007 0:00,15,1,L,589,A,7/29/2002 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_MO_2904,CBOC,NW0093699700_0038898100,47660,N/A,RA,10314949,(660) 747-8197,NO,(660) 747-3864
-10091695.13,4682570.791,430,SAINT CHARLES VETERANS AFFAIRS COMMUNITY BASED OUTPATIENT CLINIC,7 JASON COURT,ADAMS BUSINESS PARK,SAINT CHARLES,MO,63304,1233,SAINT CHARLES,29183,LOCATED ON THE NE SIDE OF JASON COURT 06 MILES NW OF WESTWOOD DRIVE,9/26/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,111513553,-90.6552398,38.7265026,NAVTEQ,2006Q4,BLOCKFACE,NO,TGS,657GD,675,3/31/2007 0:00,15,1,L,657,A,11/15/1999 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_MO_2902,CBOC,NW0090655900_0038727200,41180,77770,UA,10315817,(314) 289-6360,NO,(636) 498-1113
-13607615.78,4507103.682,431,PENINSULA VETERANS CENTER,2946 BROADWAY STREET,NOT AVAILABLE,REDWOOD CITY,CA,94062,1510,SAN MATEO,6081,LOCATED ON THE NORTH CORNER OF CLINTON STREET AND BROADWAY STREET,9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,23598838,-122.2392924,37.4862603,NAVTEQ,2006Q4,ONENTITY,YES,TGS,0647V,990,3/31/2007 0:00,21,1,L,640,-,,N/A,0,NO,NO,NO,NO,YES,NO,NO,CD115_CA_0614,VCTR,NW0122238858_0037486162,41860,78904,UA,10315031,(650) 299-0677,NO,(650) 299-0672
-12471262.25,4128003.609,432,COTTONWOOD VETERANS AFFAIRS CLINIC,203 CANDY LANE,SUITE 5B,COTTONWOOD,AZ,86326,8111,YAVAPAI,4025,EAST SIDE OF SOUTH CANDY LANE BETWEEN STATE HIGHWAY 89 ALTERNATE AND WEST ASH CIRCLE,9/21/2007 0:00,PHONE,9/21/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,129778019,-112.0312549,34.7355673,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,649GE,1114,3/31/2007 0:00,18,1,L,649,A,7/26/2001 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_AZ_0404,CBOC,NW0112031592_0034736201,39140,20557,RA,10315793,(928) 634-5655,NO,(928) 649-1532
-8021000.853,5264198.84,433,WINCHENDON DAY ACTIVITY CENTER,21 MURDOCK AVENUE,VETERANS DAY ACTIVITY CENTER,WINCHENDON,MA,1475,1570,WORCESTER,25027,"WEST SIDE OF MURDOCK AVENUE, BETWEEN GROVE STREET AND PARK STREET",9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,39977157,-72.0538766,42.6853365,NAVTEQ,2006Q4,ONENTITY,YES,TGS,518GC,1091,3/31/2007 0:00,1,1,L,518,A,9/1/1979 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_MA_2503,CBOC,NW0072046467_0042683771,49340,95995,RA,10315335,N/A,NO,(978) 297-3028
-9246107.85,5214414.413,434,JOHN D DINGELL VETERANS AFFAIRS MEDICAL CENTER,4646 JOHN R STREET,NOT AVAILABLE,DETROIT,MI,48201,1916,WAYNE,26163,"NE SIDE OF JOHN R STREET, 12 MILES SE OF HANCOCK STREET E",9/26/2007 0:00,PHONE,9/26/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,19548875,-83.0592,42.35572,NAVTEQ,2006Q4,ONENTITY,YES,TGS,553,289,3/31/2007 0:00,11,1,V,N/A,A,7/1/1996 0:00,N/A,0,YES,NO,NO,YES,NO,YES,YES,CD115_MI_2613,VAMC,NW0083060100_0042354999,19820,23824,UA,10315484,(313) 576-1991,NO,(313) 576-1000
-10933989.06,3028664.487,435,MCALLEN VETERANS CENTER,801 NOLANA LOOP,SUITE 140,MCALLEN,TX,78504,3018,HIDALGO,48215,"ENTRANCE IS LOCATED ON THE SOUTH SIDE OF NOLANA LOOP, ABOUT 15 MILES EAST OF NORTH 10H STREET",9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,97263412,-98.2216949,26.2386143,NAVTEQ,2006Q4,ONENTITY,YES,TGS,0715V,1007,3/31/2007 0:00,17,1,L,671,-,,N/A,0,NO,NO,NO,NO,YES,NO,NO,CD115_TX_4815,VCTR,NW0098237581_0026255398,32580,52390,UA,10315221,(956) 631-2430,NO,(956) 631-2147
-9760224.751,5163983.19,436,EVANSTON COMMUNITY-BASED OUTPATIENT CLINIC,107-109 CLYDE AVENUE,NOT AVAILABLE,EVANSTON,IL,60202,4001,COOK,17031,LOCATED ON THE EAST SIDE OF CLYDE AVENUE BETWEEN HOWARD STREET AND BRUMMEL STREET,9/26/2007 0:00,PHONE,9/26/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,19785812,-87.6775907,42.0200492,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,556GA,304,3/31/2007 0:00,12,1,L,556,A,2/1/1996 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_IL_1709,CBOC,NW0087677814_0042020251,16980,16264,UA,10315496,(847) 869-7392,NO,(847) 869-6315
-9753708.976,5145224.277,437,LAKESIDE COMMUNITY-BASED OUTPATIENT CLINIC,333 EAST HURON STREET,NOT AVAILABLE,CHICAGO,IL,60611,4541,COOK,17031,SOUTH SIDE OF EAST HURON STREET BETWEEN NORTH FAIRBANKS COURT AND NORTH MCCLURG COURT,9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,19809883,-87.6190585,41.894735,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,537GD,299,3/31/2007 0:00,12,1,V,537,A,7/1/1954 0:00,N/A,1,NO,NO,NO,NO,NO,NO,YES,CD115_IL_1707,CBOC,NW0087619337_0041894863,16980,16264,UA,10315409,(312) 469-2238,NO,(312) 469-8387
-10191131.29,5110735.698,438,IOWA CITY VETERANS AFFAIRS MEDICAL CENTER,601 UNITED STATES HIGHWAY 6 WEST,NOT AVAILABLE,IOWA CITY,IA,52246,N/A,JOHNSON,19103,LOCATED ON THE SOUTH SIDE OF US HIGHWAY 6 ABOUT 09 MILES EAST OF THE WOOLF AVENUE AND US HIGHWAY 6 T-INTERSECTION,9/26/2007 0:00,PHONE,9/26/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,114539778,-91.54849,41.6637,NAVTEQ,2006Q4,ONENTITY,YES,TGS,636A8,358,3/31/2007 0:00,23,1,V,636,A,6/1/1952 0:00,N/A,0,NO,NO,NO,YES,NO,YES,NO,CD115_IA_1902,VAMC,NW0091546942_0041664349,26980,41590,UA,10315752,(319) 339-7135,NO,(319) 338-0581
-10424852.44,5104008.487,439,DES MOINES VETERANS CENTER,2600 MARTIN LUTHER KING JUNIOR PARKWAY,NOT AVAILABLE,DES MOINES,IA,50310,6218,POLK,19153,LOCATED ON THE NW CORNER OF MARTIN LUTHER KING JR PARKWAY AND BENNETT AVENUE,9/26/2007 0:00,PHONE,9/26/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,90260183,-93.6480428,41.6185382,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,0405V,907,3/31/2007 0:00,23,1,L,636,-,,N/A,0,NO,NO,NO,NO,YES,NO,NO,CD115_IA_1903,VCTR,NW0093647635_0041618281,19780,23743,UA,10315137,(515) 277-4949,NO,(515) 284-4929
-11668807.96,5032894.315,440,CHEYENNE VETERANS CENTER,2424 PIONEER AVENUE,SUITE 103,CHEYENNE,WY,82001,3075,LARAMIE,56021,NOT AVAILABLE,,N/A,9/20/2007 0:00,AUTO,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,84829027,-104.8226854,41.1391929,NAVTEQ,2006Q4,BLOCKFACE,N/A,N/A,0501V,934,3/31/2007 0:00,19,1,L,442,-,,N/A,0,NO,NO,NO,NO,YES,NO,NO,CD115_WY_5600,VCTR,NW0104822507_0041139132,16940,16237,UA,10315159,(307) 638-8923,NO,(307) 778-7370
-8999221.223,4194264.696,441,CHARLOTTE VETERANS CENTER,223 SOUTH BREVARD STREET,SUITE 103,CHARLOTTE,NC,28202,2417,MECKLENBURG,37119,NOT AVAILABLE,,N/A,9/20/2007 0:00,AUTO,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,28228268,-80.8413797,35.2232737,NAVTEQ,2006Q4,BLOCKFACE,N/A,N/A,0317V,892,3/31/2007 0:00,6,1,L,659,-,,N/A,0,NO,NO,NO,NO,YES,NO,NO,CD115_NC_3712,VCTR,NW0080841411_0035223462,16740,15670,UA,10315123,(704) 344-6470,NO,(704) 333-6107
-9171500.648,4143878.313,442,GREENVILLE VETERANS CENTER,14 LAVINIA AVENUE,NOT AVAILABLE,GREENVILLE,SC,29601,2222,GREENVILLE,45045,NOT AVAILABLE,,N/A,9/20/2007 0:00,AUTO,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,33693986,-82.3889921,34.8526755,NAVTEQ,2006Q4,BLOCKFACE,N/A,N/A,0316V,891,3/31/2007 0:00,7,1,L,544,-,,N/A,0,NO,NO,NO,NO,YES,NO,NO,CD115_SC_4504,VCTR,NW0082389107_0034852588,24860,35461,UA,10315122,(864) 370-3655,NO,(864) 271-2711
-8780839.889,4179660.454,443,FAYETTEVILLE VETERANS CENTER,4140 RAMSEY STREET,SUITE 110,FAYETTEVILLE,NC,28311,7658,CUMBERLAND,37051,NOT AVAILABLE,,N/A,9/20/2007 0:00,AUTO,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,127888062,-78.8796268,35.1160307,NAVTEQ,2006Q4,BLOCKFACE,N/A,N/A,0315V,890,3/31/2007 0:00,6,1,L,565,-,,N/A,0,NO,NO,NO,NO,YES,NO,NO,CD115_NC_3708,VCTR,NW0078879727_0035116168,22180,29440,UA,10315121,(910) 488-5589,NO,(910) 488-6252
-8907368.884,3881544.894,444,CHARLESTON VETERANS CENTER,5603-A RIVERS AVENUE,NOT AVAILABLE,NORTH CHARLESTON,SC,29406,6022,CHARLESTON,45019,NOT AVAILABLE,,N/A,9/20/2007 0:00,AUTO,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,42946902,-80.0162561,32.8962796,NAVTEQ,2006Q4,BLOCKFACE,N/A,N/A,0303V,878,3/31/2007 0:00,7,1,L,534,-,,N/A,0,NO,NO,NO,NO,YES,NO,NO,CD115_SC_4506,VCTR,NW0080016244_0032896719,16700,15508,UA,10315113,(843) 566-0232,NO,(843) 747-8387
-8669699.868,4977711.445,445,STATE COLLEGE VETERANS AFFAIRS OUTPATIENT CLINIC,3048 ENTERPRISE DRIVE,FERGUSON SQUARE BIULDING 1,STATE COLLEGE,PA,16801,2755,CENTRE,42027,"LOCATED SW SIDE OF ENTERPRISE DRIVE, BETWEEN BRISTOL AVENUE AND CATO AVENUE",9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,115899708,-77.881239,40.7648005,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,503GC,641,3/31/2007 0:00,4,1,L,503,A,7/26/1999 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_PA_4205,CBOC,NW0077880659_0040764535,44300,84493,UA,10315295,(814) 867-1343,NO,(814) 867-5415
-13598901.43,4504162.186,446,VETERANS AFFAIRS OF PALO ALTO HEALTH CARE SYSTEMS MENLO PARK DIVISION,795 WILLOW ROAD,NOT AVAILABLE,MENLO PARK,CA,94025,2539,SAN MATEO,6081,LOCATED SOUTH SIDE OF INTERSECTION OF REDWOOD AVENUE AND HOSPITAL PLAZA,9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,23621897,-122.16101,37.46529,NAVTEQ,2006Q4,ONENTITY,NO,TGS,640A0,578,3/31/2007 0:00,21,1,V,640,A,3/12/1924 0:00,N/A,0,YES,NO,NO,YES,NO,YES,YES,CD115_CA_0618,VAMC,NW0122157709_0037464862,41860,78904,UA,10315761,(650) 852-3228,NO,(650) 493-5000
-9402781.673,5823111.109,447,VETERANS COMMUNITY BASED OUTPATIENT CLINIC,16523 SOUTH WATER TOWER DRIVE,SAULT SAINTE MARIE AREA CLINIC UNIT 1,KINCHELOE,MI,49788,1594,CHIPPEWA,26033,ON THE EAST SIDE OF SOUTH WATERTOWER DRIVE BETWEEN KINCHELOE DRIVE AND WEST CURTIS STREET,9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,115660125,-84.4666249,46.2662003,NAVTEQ,2006Q4,ONENTITY,YES,TGS,585HB,314,3/31/2007 0:00,12,1,L,585,A,2/15/1997 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_MI_2601,CBOC,NW0084467500_0046264460,42300,45370,RA,10315576,(906) 495-3035,NO,(906) 495-3030
